,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,label
369,39,4,481060,11,9,0,12,4,4,0,0.0,0.0,40,39, <=50K
370,26,1,185885,15,10,4,1,4,4,0,0.0,0.0,15,39, <=50K
371,17,4,89821,1,7,4,8,3,4,1,0.0,0.0,10,39, <=50K
372,40,7,184018,8,11,2,7,0,4,1,0.0,0.0,38,39, >50K
373,45,4,256649,11,9,2,7,0,2,1,0.0,0.0,40,39, <=50K
374,44,4,160323,11,9,4,3,1,2,1,0.0,0.0,40,39, <=50K
375,20,2,350845,15,10,4,1,3,4,0,0.0,0.0,10,39, <=50K
376,33,4,267404,11,9,2,3,5,4,0,0.0,0.0,40,39, <=50K
377,23,4,35633,15,10,4,12,1,4,1,0.0,0.0,40,39, <=50K
378,46,6,80914,12,14,0,4,1,4,1,0.0,0.0,30,39, <=50K
379,38,4,172927,11,9,2,12,0,4,1,0.0,0.0,50,39, <=50K
380,54,4,174319,11,9,0,14,1,4,1,0.0,0.0,40,39, <=50K
381,46,4,214955,4,3,0,3,1,4,0,0.0,0.5369605142332415,45,39, <=50K
382,25,4,344991,15,10,2,3,0,4,1,0.0,0.0,40,39, <=50K
383,46,4,108699,15,10,0,12,1,4,0,0.0,0.0,40,39, <=50K
384,36,2,117312,15,10,2,14,5,4,0,0.0,0.0,40,39, <=50K
385,23,4,396099,11,9,4,8,1,4,0,0.0,0.0,25,39, <=50K
386,29,4,134152,11,9,5,7,1,4,1,0.0,0.0,40,39, <=50K
387,44,4,162028,15,10,2,1,5,4,0,0.0,0.5544077134986226,6,39, >50K
388,19,4,25429,15,10,4,1,3,4,0,0.0,0.0,16,39, <=50K
389,19,4,232392,11,9,4,8,2,4,0,0.0,0.0,40,39, <=50K
390,35,4,220098,11,9,2,8,5,4,0,0.0,0.0,40,39, >50K
391,27,4,301302,9,13,4,3,1,4,1,0.0,0.0,50,39, <=50K
392,46,6,277946,7,12,5,3,1,4,1,0.0,0.0,40,39, <=50K
394,34,4,196164,11,9,4,8,1,4,0,0.0,0.0,35,39, <=50K
395,44,4,115562,15,10,2,13,0,4,1,0.0,0.0,40,39, <=50K
396,45,4,96975,15,10,0,6,4,4,0,0.0,0.0,40,39, <=50K
398,25,4,86872,9,13,2,4,0,4,1,0.0,0.0,55,39, >50K
399,52,5,132178,9,13,2,4,0,4,1,0.0,0.0,50,39, >50K
400,20,4,416103,15,10,4,6,3,4,1,0.0,0.0,40,39, <=50K
401,28,4,108574,15,10,4,8,1,4,0,0.0,0.0,40,39, <=50K
402,50,7,288353,9,13,2,11,0,4,1,0.0,0.0,40,39, >50K
403,34,4,227689,8,11,0,13,1,4,0,0.0,0.0,64,39, <=50K
404,28,4,166481,5,4,2,6,0,3,1,0.0,0.5002295684113865,40,33, <=50K
405,41,4,445382,12,14,2,4,0,4,1,0.0,0.45385674931129477,65,39, >50K
406,28,4,110145,11,9,2,1,0,4,1,0.0,0.0,40,39, <=50K
407,46,6,317253,11,9,2,3,0,4,1,0.0,0.0,25,39, <=50K
409,32,4,364657,15,10,2,4,0,4,1,0.0,0.0,50,39, <=50K
410,41,2,42346,15,10,0,8,1,2,0,0.0,0.0,24,39, <=50K
411,24,4,241951,11,9,4,6,4,2,0,0.0,0.0,40,39, <=50K
412,33,4,118500,15,10,0,4,4,4,0,0.0,0.0,40,39, <=50K
413,46,4,188386,10,16,2,4,0,4,1,0.15024150241502415,0.0,60,39, >50K
414,31,7,1033222,15,10,2,7,0,4,1,0.0,0.0,40,39, <=50K
415,35,4,92440,2,8,0,3,1,4,1,0.0,0.0,50,39, >50K
416,52,4,190762,3,2,2,7,0,4,1,0.0,0.0,40,26, <=50K
417,30,4,426017,1,7,4,8,3,4,0,0.0,0.0,19,39, <=50K
418,34,2,243867,1,7,5,7,1,2,1,0.0,0.0,40,39, <=50K
419,34,7,240283,11,9,0,14,4,4,0,0.0,0.0,40,39, <=50K
420,20,4,61777,15,10,2,12,0,4,1,0.0,0.0,30,39, <=50K
421,17,4,175024,1,7,4,6,3,4,1,0.021760217602176023,0.0,18,39, <=50K
422,32,7,92003,9,13,2,4,5,4,0,0.0,0.0,40,39, >50K
423,29,4,188401,11,9,0,5,1,4,1,0.0,0.0,40,39, <=50K
424,33,4,228528,0,6,4,3,4,4,0,0.0,0.0,35,39, <=50K
425,25,4,133373,11,9,2,14,0,4,1,0.0,0.0,60,39, <=50K
426,36,1,255191,12,14,4,10,1,4,1,0.0,0.3232323232323232,40,39, <=50K
427,23,4,204653,11,9,4,6,1,4,1,0.0,0.0,72,6, <=50K
428,63,5,222289,11,9,2,4,0,4,1,0.0,0.0,40,39, >50K
429,47,2,287480,12,14,2,10,0,4,1,0.0,0.0,40,39, <=50K
432,40,6,204116,9,13,3,10,1,4,0,0.021740217402174022,0.0,40,39, <=50K
433,30,4,29662,7,12,2,8,5,4,0,0.0,0.0,25,39, >50K
434,27,4,116358,15,10,4,3,3,1,1,0.0,0.45454545454545453,40,30, <=50K
435,33,4,208405,12,14,2,10,0,4,1,0.0,0.0,50,39, >50K
436,34,2,284843,11,9,4,5,1,2,1,0.005940059400594006,0.0,60,39, <=50K
437,34,2,117018,15,10,4,11,1,4,0,0.0,0.0,40,39, <=50K
438,23,4,81281,15,10,2,1,0,4,1,0.0,0.0,40,39, <=50K
439,42,2,340148,15,10,2,1,5,4,0,0.0,0.0,40,39, <=50K
440,29,4,363425,9,13,4,10,1,4,1,0.0,0.0,40,39, <=50K
441,45,4,45857,11,9,0,1,1,4,0,0.0,0.0,28,39, <=50K
442,24,1,191073,11,9,4,2,3,4,1,0.0,0.0,40,39, <=50K
443,44,4,116632,15,10,2,10,0,4,1,0.0,0.0,40,39, >50K
444,27,4,405855,6,5,4,3,2,4,1,0.0,0.0,40,26, <=50K
445,20,4,298227,15,10,4,12,1,4,1,0.0,0.0,35,39, <=50K
446,44,4,290521,11,9,6,4,4,2,0,0.0,0.0,40,39, <=50K
447,51,4,56915,11,9,2,3,0,0,1,0.0,0.0,40,39, <=50K
448,20,4,146538,11,9,2,7,0,4,1,0.0,0.0,40,39, <=50K
450,19,4,206399,11,9,4,7,3,2,0,0.0,0.0,40,39, <=50K
451,45,5,197332,15,10,2,3,0,4,1,0.0,0.0,55,39, >50K
452,60,4,245062,11,9,2,3,0,4,1,0.0,0.0,40,39, >50K
454,44,6,234885,11,9,2,12,5,4,0,0.0,0.0,40,39, >50K
455,40,4,72887,8,11,2,7,0,1,1,0.0,0.0,40,39, >50K
456,30,4,180374,11,9,2,4,5,4,0,0.0,0.0,40,39, <=50K
457,38,4,351299,15,10,2,14,0,2,1,0.0,0.0,50,39, <=50K
458,23,4,54012,11,9,2,14,0,4,1,0.0,0.0,60,39, <=50K
460,44,4,116632,7,12,4,5,3,4,1,0.0,0.0,40,39, <=50K
461,54,2,288825,11,9,2,14,0,2,1,0.0,0.0,40,39, <=50K
462,32,4,132601,9,13,2,10,0,4,1,0.0,0.0,50,39, <=50K
463,50,4,193374,3,2,3,3,4,4,1,0.0,0.0,40,39, <=50K
464,24,4,170070,9,13,4,13,1,4,0,0.0,0.0,20,39, <=50K
465,37,4,126708,11,9,2,1,5,4,0,0.0,0.0,60,39, <=50K
466,52,4,35598,11,9,0,14,4,4,1,0.0,0.0,40,39, <=50K
467,38,4,33983,15,10,2,14,0,4,1,0.0,0.0,40,39, <=50K
468,49,4,192776,12,14,2,4,0,4,1,0.0,0.45385674931129477,45,39, >50K
469,30,4,118551,9,13,2,13,5,4,0,0.0,0.0,16,39, >50K
470,60,4,201965,15,10,4,10,4,4,1,0.0,0.0,40,39, >50K
472,35,4,285020,11,9,4,3,1,4,1,0.0,0.0,40,39, <=50K
473,30,4,303990,11,9,4,14,1,4,1,0.0,0.0,60,39, <=50K
474,67,4,49401,8,11,0,8,1,4,0,0.0,0.0,24,39, <=50K
475,46,4,279196,9,13,4,3,1,4,0,0.0,0.0,40,39, <=50K
476,17,4,211870,6,5,4,8,1,4,1,0.0,0.0,6,39, <=50K
477,22,4,281432,15,10,4,6,3,4,1,0.0,0.0,30,39, <=50K
478,27,4,161155,0,6,4,8,1,4,1,0.0,0.0,40,39, <=50K
479,23,4,197904,11,9,4,8,4,4,0,0.0,0.0,35,39, <=50K
480,33,4,111746,7,12,2,3,0,4,1,0.0,0.0,45,32, <=50K
481,43,6,170721,15,10,2,3,0,4,1,0.0,0.0,20,39, <=50K
482,28,7,70100,9,13,4,10,1,4,1,0.0,0.0,20,39, <=50K
483,41,4,193626,11,9,3,3,4,4,0,0.0,0.0,40,39, <=50K
485,25,4,189775,15,10,3,1,3,2,0,0.0,0.0,20,39, <=50K
487,59,2,286967,11,9,2,14,0,4,1,0.0,0.0,45,39, <=50K
488,45,2,164427,9,13,0,10,4,4,0,0.0,0.0,40,39, <=50K
489,38,4,91039,9,13,2,12,0,4,1,0.15024150241502415,0.0,60,39, >50K
490,40,4,347934,11,9,4,8,1,4,0,0.0,0.0,35,39, <=50K
491,46,1,371373,11,9,0,1,1,4,1,0.0,0.0,40,39, <=50K
492,35,4,32220,7,12,4,4,1,4,0,0.0,0.0,60,39, <=50K
493,34,4,187251,11,9,0,10,4,4,0,0.0,0.0,25,39, <=50K
494,33,4,178107,9,13,4,3,3,4,1,0.0,0.0,20,39, <=50K
495,41,4,343121,11,9,0,1,4,4,0,0.0,0.0,36,39, <=50K
496,20,4,262749,15,10,4,7,3,4,1,0.0,0.0,40,39, <=50K
497,23,4,403107,4,3,4,8,3,4,1,0.0,0.0,40,8, <=50K
498,26,4,64293,15,10,4,10,1,4,0,0.0,0.0,35,39, <=50K
500,23,2,324960,11,9,4,5,1,4,1,0.0,0.0,40,31, <=50K
501,62,2,114060,11,9,2,14,0,4,1,0.0,0.0,40,39, <=50K
502,52,4,48925,15,10,2,1,0,4,1,0.0,0.0,40,39, <=50K
503,58,4,180980,15,10,0,8,4,4,0,0.0,0.0,42,10, <=50K
504,25,4,181054,9,13,4,12,1,4,0,0.0,0.0,40,39, <=50K
505,24,4,388093,9,13,4,4,1,2,1,0.0,0.0,40,39, <=50K
506,19,4,249609,15,10,4,11,3,4,1,0.0,0.0,8,39, <=50K
507,43,4,112131,15,10,2,4,0,4,1,0.0,0.0,40,39, <=50K
508,47,2,543162,11,9,5,1,4,2,0,0.0,0.0,40,39, <=50K
509,39,4,91996,11,9,0,8,4,4,0,0.0,0.0,40,39, <=50K
510,49,4,141944,8,11,3,6,4,4,1,0.0,0.3168044077134986,42,39, <=50K
512,32,4,37070,8,11,4,3,1,4,1,0.0,0.0,45,39, <=50K
513,34,4,337587,15,10,2,10,0,4,1,0.0,0.0,50,39, >50K
514,28,4,189346,11,9,0,3,1,4,1,0.0,0.0,45,39, <=50K
516,25,4,267044,15,10,4,1,1,0,0,0.0,0.0,20,39, <=50K
519,34,4,108116,9,13,2,10,0,4,1,0.0,0.0,50,39, >50K
520,38,5,99146,9,13,2,4,0,4,1,0.15024150241502415,0.0,80,39, >50K
521,50,4,196232,11,9,2,4,0,4,1,0.07688076880768807,0.0,50,39, >50K
522,24,2,248344,15,10,0,6,1,2,1,0.0,0.0,50,39, <=50K
523,37,2,186035,15,10,2,13,0,4,1,0.0,0.0,45,39, >50K
524,44,4,177905,15,10,0,7,4,4,1,0.0,0.0,58,39, >50K
525,28,4,85812,15,10,2,12,5,4,0,0.0,0.0,40,39, <=50K
526,42,4,221172,9,13,2,4,0,4,1,0.0,0.0,40,39, >50K
527,74,4,99183,15,10,0,1,1,4,0,0.0,0.0,9,39, <=50K
528,38,6,190387,11,9,2,3,0,4,1,0.0,0.0,50,39, <=50K
529,44,6,202692,12,14,2,10,0,4,1,0.0,0.0,40,39, <=50K
530,44,4,109339,1,7,0,7,4,3,0,0.0,0.0,46,33, <=50K
531,26,4,108658,11,9,4,7,1,4,1,0.0,0.0,40,39, <=50K
532,36,4,197202,11,9,2,8,0,2,1,0.0,0.0,40,39, <=50K
533,41,4,101739,7,12,2,4,5,4,0,0.0,0.0,50,39, >50K
534,67,4,231559,14,15,2,10,0,4,1,0.20051200512005118,0.0,48,39, >50K
535,39,2,207853,2,8,2,13,0,4,1,0.0,0.0,50,39, <=50K
536,57,4,190942,3,2,6,9,1,2,0,0.0,0.0,30,39, <=50K
537,29,4,102345,8,11,5,3,1,4,1,0.0,0.0,40,39, <=50K
538,31,5,41493,9,13,4,5,1,4,0,0.0,0.0,45,39, <=50K
540,44,4,210525,15,10,2,14,0,4,1,0.0,0.0,40,39, <=50K
541,29,4,133937,10,16,4,10,3,4,1,0.0,0.0,40,39, <=50K
542,30,4,237903,15,10,4,6,4,4,0,0.0,0.0,40,39, <=50K
543,27,4,163862,11,9,4,14,1,4,1,0.0,0.0,40,39, <=50K
544,27,4,201872,15,10,2,12,0,4,1,0.0,0.0,50,39, <=50K
545,32,4,84179,11,9,4,6,1,4,0,0.0,0.0,45,39, <=50K
546,58,4,51662,0,6,2,8,5,4,0,0.0,0.0,8,39, <=50K
547,35,2,233327,15,10,2,11,0,4,1,0.0,0.0,40,39, <=50K
548,21,4,259510,11,9,4,6,3,4,1,0.0,0.0,36,39, <=50K
549,28,4,184831,15,10,4,3,4,4,1,0.0,0.0,40,39, <=50K
550,46,6,245724,15,10,0,4,1,4,1,0.0,0.0,50,39, <=50K
551,36,6,27053,11,9,5,8,4,4,0,0.0,0.0,40,39, <=50K
552,72,4,205343,1,7,6,1,4,4,0,0.0,0.0,40,39, <=50K
553,35,4,229328,11,9,2,7,5,2,0,0.0,0.0,40,39, <=50K
554,33,1,319560,8,11,0,3,4,2,0,0.0,0.0,40,39, >50K
555,69,4,136218,1,7,4,7,1,4,0,0.0,0.0,40,39, <=50K
556,35,4,54576,11,9,2,7,0,4,1,0.0,0.0,40,39, <=50K
558,34,4,148291,11,9,2,13,5,4,0,0.0,0.0,32,39, <=50K
559,30,4,152453,1,7,2,8,0,4,1,0.0,0.0,40,26, <=50K
560,28,4,114053,9,13,4,14,1,4,1,0.0,0.0,55,39, <=50K
561,54,4,212960,9,13,2,12,0,4,1,0.0,0.0,35,39, >50K
562,47,4,264052,15,10,2,10,0,4,1,0.0,0.0,50,39, >50K
563,24,4,82804,11,9,4,6,4,2,0,0.0,0.0,40,39, <=50K
564,52,6,334273,9,13,2,10,0,4,1,0.0,0.0,60,39, >50K
565,20,4,27337,11,9,4,6,3,0,1,0.0,0.0,48,39, <=50K
566,43,5,188436,12,14,2,4,0,4,1,0.05013050130501305,0.0,45,39, <=50K
567,45,4,433665,5,4,5,8,4,4,0,0.0,0.0,40,26, <=50K
568,29,6,110663,11,9,5,3,1,4,1,0.0,0.0,35,39, <=50K
569,47,4,87490,12,14,0,4,4,4,1,0.0,0.0,42,39, <=50K
570,24,4,354351,11,9,4,3,3,4,1,0.0,0.0,40,39, <=50K
571,51,4,95469,11,9,2,10,0,4,1,0.0,0.0,40,39, <=50K
572,17,4,242718,1,7,4,12,3,4,1,0.0,0.0,12,39, <=50K
573,37,4,22463,8,11,2,3,0,4,1,0.0,0.45385674931129477,40,39, >50K
574,27,4,158156,10,16,4,10,1,4,0,0.0,0.0,70,39, <=50K
575,29,4,350162,9,13,2,4,5,4,1,0.0,0.0,40,39, >50K
577,36,6,28738,7,12,0,12,4,4,0,0.0,0.0,35,39, <=50K
578,58,2,283635,9,13,4,10,1,4,0,0.0,0.0,40,39, <=50K
579,26,6,86646,15,10,2,3,0,4,1,0.0,0.0,45,39, <=50K
581,57,4,69884,11,9,2,12,0,4,1,0.0,0.0,40,39, >50K
582,59,4,199713,11,9,2,3,0,4,1,0.0,0.0,40,39, <=50K
583,27,4,181659,11,9,2,7,0,4,1,0.0,0.0,40,39, <=50K
584,31,6,340939,9,13,4,13,1,4,1,0.0,0.0,40,39, <=50K
585,21,4,197747,15,10,4,12,3,4,0,0.0,0.0,24,39, <=50K
586,29,4,34292,15,10,4,1,1,4,1,0.0,0.0,60,39, <=50K
587,18,4,156764,1,7,4,8,3,4,1,0.0,0.0,40,39, <=50K
588,52,4,25826,0,6,2,3,0,4,1,0.0,0.4331955922865014,47,39, >50K
589,57,5,103948,9,13,0,10,1,4,1,0.0,0.0,80,39, <=50K
592,60,4,39352,5,4,4,14,1,4,1,0.0,0.0,48,39, >50K
593,31,4,168387,9,13,2,10,0,4,1,0.07688076880768807,0.0,40,2, >50K
594,23,4,117789,9,13,4,1,3,4,0,0.0,0.0,40,39, <=50K
595,27,4,267147,11,9,4,12,3,4,1,0.0,0.0,40,39, <=50K
597,42,6,214242,14,15,2,10,0,4,1,0.0,0.43663911845730025,50,39, >50K
598,25,4,200408,15,10,4,13,1,4,1,0.021740217402174022,0.0,40,39, <=50K
599,49,4,136455,9,13,4,10,1,4,0,0.0,0.0,45,39, <=50K
600,32,4,239824,9,13,4,13,1,4,1,0.0,0.0,40,39, <=50K
601,19,4,217039,15,10,4,1,3,4,1,0.0,0.0,28,39, <=50K
602,60,4,51290,5,4,0,8,1,4,0,0.0,0.0,40,39, <=50K
603,42,2,175674,6,5,2,8,0,4,1,0.0,0.0,40,39, <=50K
604,35,6,194404,7,12,4,5,1,4,1,0.0,0.0,40,39, <=50K
605,48,4,45612,11,9,4,1,4,2,0,0.0,0.0,37,39, <=50K
606,51,4,410114,12,14,2,3,0,4,1,0.0,0.0,40,39, >50K
607,29,4,182521,11,9,4,3,1,0,1,0.0,0.0,40,39, <=50K
608,36,2,339772,11,9,5,4,1,2,1,0.0,0.0,40,39, <=50K
609,17,4,169658,0,6,4,8,3,4,0,0.0,0.0,21,39, <=50K
610,52,4,200853,12,14,0,10,1,4,0,0.06849068490684906,0.0,60,39, <=50K
611,24,4,247564,11,9,4,3,1,4,1,0.0,0.0,40,39, <=50K
612,24,4,249909,11,9,2,6,0,4,1,0.0,0.0,50,39, <=50K
613,26,2,208122,9,13,4,10,3,4,1,0.01055010550105501,0.0,40,39, <=50K
614,27,4,109881,9,13,4,8,3,4,0,0.0,0.0,20,39, <=50K
615,39,4,207824,11,9,4,6,3,4,1,0.0,0.0,60,39, <=50K
616,30,4,369027,11,9,2,14,0,2,1,0.0,0.0,45,39, <=50K
617,50,6,114117,11,9,2,4,0,4,1,0.0,0.0,32,39, <=50K
618,52,5,51048,9,13,2,12,0,4,1,0.0,0.0,55,39, <=50K
619,46,4,102388,14,15,2,10,0,4,1,0.15024150241502415,0.0,45,39, >50K
620,23,4,190483,9,13,4,12,3,4,0,0.0,0.0,20,39, <=50K
621,45,4,462440,1,7,6,8,1,2,0,0.0,0.0,20,39, <=50K
622,65,4,109351,6,5,6,9,4,2,0,0.0,0.0,24,39, <=50K
623,29,4,34383,8,11,2,14,0,4,1,0.0,0.0,55,39, <=50K
624,47,4,241832,6,5,3,6,4,4,1,0.0,0.0,40,8, <=50K
625,30,4,124187,11,9,4,5,3,2,1,0.0,0.0,60,39, <=50K
626,34,4,153614,11,9,2,12,0,4,1,0.0,0.0,45,39, >50K
627,38,6,267556,11,9,2,12,0,4,1,0.0,0.0,64,39, <=50K
628,33,4,205469,15,10,2,4,0,4,1,0.0,0.0,40,39, >50K
629,49,4,268090,9,13,2,12,0,4,1,0.0,0.0,26,39, >50K
630,47,6,165039,15,10,4,8,4,2,0,0.0,0.0,40,39, <=50K
631,49,2,120451,0,6,5,8,4,2,0,0.0,0.0,40,39, <=50K
632,43,4,154374,15,10,2,3,0,4,1,0.15024150241502415,0.0,60,39, >50K
633,30,4,103649,9,13,2,1,5,2,0,0.0,0.0,40,39, >50K
634,58,6,35723,11,9,2,3,0,4,1,0.0,0.0,60,39, <=50K
635,19,4,262601,11,9,4,8,3,4,0,0.0,0.0,14,39, <=50K
636,21,4,226181,9,13,4,6,1,4,1,0.0,0.0,40,39, <=50K
637,33,4,175697,9,13,2,4,0,4,1,0.15024150241502415,0.0,60,39, >50K
638,47,5,248145,4,3,2,14,0,4,1,0.0,0.0,50,5, <=50K
639,52,6,289436,10,16,2,10,0,4,1,0.0,0.0,60,39, >50K
640,26,4,75654,11,9,0,3,1,4,1,0.0,0.0,55,39, <=50K
641,60,4,199378,11,9,2,3,0,4,1,0.0,0.0,40,39, <=50K
642,21,4,160968,15,10,4,6,3,4,1,0.0,0.0,40,39, <=50K
643,36,4,188563,15,10,2,12,0,4,1,0.051780517805178054,0.0,50,39, >50K
644,31,4,55849,15,10,2,3,0,4,1,0.0,0.0,45,39, <=50K
645,50,5,195322,10,16,5,10,1,4,1,0.0,0.0,40,39, >50K
646,31,2,402089,11,9,0,1,4,4,0,0.0,0.0,40,39, <=50K
647,71,4,78277,11,9,2,3,0,4,1,0.0,0.0,15,39, <=50K
649,30,7,169496,9,13,2,13,0,4,1,0.0,0.0,40,39, >50K
650,20,4,130959,15,10,4,8,3,4,1,0.0,0.0,20,39, <=50K
651,24,4,556660,11,9,4,4,2,4,1,0.04101041010410104,0.0,50,39, <=50K
652,35,4,292472,10,16,2,10,0,1,1,0.0,0.0,40,36, >50K
653,38,7,143774,15,10,5,4,1,4,0,0.0,0.0,45,39, <=50K
654,27,4,288341,11,9,4,7,3,4,0,0.0,0.0,32,39, <=50K
655,29,7,71592,15,10,4,1,4,1,0,0.0,0.0,40,30, <=50K
657,34,4,106742,11,9,2,3,0,4,1,0.0,0.0,45,39, <=50K
658,44,4,219288,5,4,2,3,0,4,1,0.0,0.0,35,39, <=50K
659,43,4,174524,11,9,2,7,0,4,1,0.0,0.0,40,39, >50K
660,44,6,335183,2,8,2,6,0,2,1,0.0,0.0,40,39, >50K
661,35,4,261293,12,14,4,12,1,4,1,0.0,0.0,60,39, <=50K
662,27,4,111900,15,10,4,10,1,4,1,0.0,0.0,40,39, <=50K
663,43,2,194360,12,14,4,10,1,4,1,0.0,0.0,38,39, <=50K
664,20,4,81145,15,10,4,12,1,4,0,0.0,0.0,25,39, <=50K
665,42,4,341204,7,12,0,10,4,4,0,0.08614086140861409,0.0,40,39, >50K
666,27,7,249362,15,10,2,14,0,4,1,0.03411034110341103,0.0,40,39, <=50K
667,42,4,247019,11,9,2,3,0,2,1,0.0,0.0,40,39, >50K
669,24,4,172146,6,5,4,7,1,4,1,0.0,0.3950872359963269,40,39, <=50K
670,48,1,110457,15,10,0,4,1,4,1,0.0,0.0,40,39, <=50K
672,17,6,368700,1,7,4,5,3,4,1,0.0,0.0,10,39, <=50K
673,33,4,182556,9,13,2,4,0,4,1,0.0,0.0,40,39, >50K
674,50,5,219420,11,9,2,12,0,4,1,0.0,0.0,50,39, >50K
675,22,4,240817,11,9,4,12,3,4,0,0.025970259702597025,0.0,40,39, <=50K
676,17,4,102726,2,8,4,8,3,4,1,0.0,0.0,16,39, <=50K
677,32,4,226267,15,10,2,1,0,4,1,0.0,0.0,40,26, <=50K
678,31,4,125457,11,9,4,3,1,4,1,0.0,0.0,45,39, <=50K
679,58,6,204021,11,9,6,4,1,4,1,0.0,0.0,50,39, <=50K
680,29,2,92262,11,9,4,11,3,4,1,0.0,0.0,48,39, <=50K
681,37,4,161141,8,11,2,3,0,4,1,0.0,0.0,40,32, >50K
682,34,6,190290,11,9,2,3,0,4,1,0.0,0.0,40,39, >50K
683,23,2,430828,15,10,5,4,4,2,1,0.0,0.0,40,39, <=50K
684,18,7,59342,1,7,4,1,3,4,0,0.0,0.0,5,39, <=50K
685,34,4,136721,11,9,0,4,1,4,0,0.0,0.0,40,39, <=50K
687,45,2,86644,9,13,2,10,5,4,0,0.0,0.0,55,39, <=50K
688,41,4,195124,12,14,4,4,1,4,1,0.0,0.0,35,6, <=50K
689,26,4,167350,11,9,4,8,2,4,1,0.0,0.0,30,39, <=50K
690,54,2,113000,15,10,2,5,0,4,1,0.0,0.0,40,39, <=50K
691,24,4,140027,15,10,4,7,3,2,0,0.0,0.0,45,39, <=50K
692,42,4,262425,15,10,2,10,0,4,1,0.0,0.0,50,39, <=50K
693,20,4,316702,15,10,4,10,3,4,1,0.0,0.0,20,39, <=50K
694,23,7,335453,9,13,4,13,1,4,0,0.0,0.0,20,39, <=50K
696,35,4,203628,12,14,4,10,1,4,1,0.0,0.0,60,39, >50K
697,31,4,118710,12,14,2,13,0,4,1,0.0,0.43663911845730025,40,39, >50K
698,30,4,189620,9,13,4,10,3,4,0,0.0,0.0,40,31, <=50K
699,19,4,475028,11,9,4,12,3,4,0,0.0,0.0,20,39, <=50K
700,36,2,110866,9,13,4,10,1,4,1,0.0,0.0,50,39, <=50K
701,31,4,243605,9,13,6,12,4,4,0,0.0,0.3168044077134986,40,5, <=50K
702,21,4,163870,15,10,4,6,3,4,1,0.0,0.0,30,39, <=50K
703,31,6,80145,15,10,2,3,0,4,1,0.0,0.0,40,39, <=50K
704,46,4,295566,10,16,0,10,4,4,0,0.25236252362523626,0.0,65,39, >50K
705,44,4,63042,9,13,0,4,3,4,0,0.0,0.0,50,39, >50K
706,40,4,229148,2,8,2,8,0,2,1,0.0,0.0,40,23, <=50K
707,45,4,242552,15,10,4,12,1,2,1,0.0,0.0,40,39, <=50K
708,60,4,177665,11,9,2,3,0,4,1,0.0,0.0,35,39, <=50K
709,18,4,208103,1,7,4,8,2,4,1,0.0,0.0,25,39, <=50K
710,28,4,296450,9,13,2,10,0,4,1,0.0,0.0,40,39, <=50K
711,36,4,70282,15,10,0,1,4,2,0,0.0,0.0,40,39, <=50K
713,40,4,144995,8,11,2,13,0,4,1,0.04386043860438604,0.0,40,39, <=50K
714,36,2,382635,9,13,0,1,4,4,0,0.0,0.0,35,16, <=50K
715,31,4,295697,11,9,5,8,4,2,0,0.0,0.0,40,39, <=50K
716,33,4,194141,11,9,2,7,0,4,1,0.0,0.0,40,39, <=50K
717,19,7,378418,11,9,4,13,3,4,0,0.0,0.0,40,39, <=50K
718,22,4,214399,15,10,4,12,3,4,0,0.0,0.0,15,39, <=50K
719,34,4,217460,9,13,2,4,0,4,1,0.0,0.0,45,39, >50K
720,33,4,182556,11,9,4,8,1,4,1,0.0,0.0,40,39, <=50K
721,41,4,125831,11,9,2,3,0,4,1,0.0,0.47084481175390264,60,39, <=50K
722,29,4,271328,9,13,4,10,1,4,1,0.04650046500465005,0.0,40,39, <=50K
723,50,2,50459,11,9,2,4,0,4,1,0.0,0.0,42,39, >50K
724,42,4,162140,9,13,2,4,0,4,1,0.07298072980729807,0.0,45,39, >50K
726,44,4,111502,11,9,2,12,5,4,0,0.0,0.0,40,39, <=50K
727,20,4,299047,15,10,4,8,1,4,0,0.0,0.0,20,39, <=50K
728,31,4,223212,11,9,2,8,0,4,1,0.0,0.0,40,26, <=50K
730,23,4,352139,15,10,4,8,1,4,0,0.0,0.0,24,39, <=50K
731,55,4,173093,15,10,0,1,1,1,0,0.0,0.0,40,39, <=50K
732,26,4,181655,8,11,2,1,0,4,1,0.0,0.5456841138659321,45,39, <=50K
733,25,4,332702,8,11,4,8,3,4,0,0.0,0.0,15,39, <=50K
735,35,4,234901,15,10,2,3,0,4,1,0.024070240702407025,0.0,40,39, <=50K
736,36,4,131414,15,10,4,12,1,2,0,0.0,0.0,36,39, <=50K
737,43,7,260960,9,13,2,10,0,4,1,0.0,0.0,50,39, <=50K
738,56,4,156052,11,9,6,8,4,2,0,0.005940059400594006,0.0,20,39, <=50K
739,42,4,279914,9,13,2,13,0,4,1,0.0,0.0,40,39, >50K
740,19,4,192453,15,10,4,8,2,4,0,0.0,0.0,25,39, <=50K
741,55,6,200939,11,9,2,14,0,4,1,0.0,0.0,72,39, <=50K
742,42,4,151408,12,14,4,4,1,4,0,0.14084140841408413,0.0,50,39, >50K
743,26,4,112847,8,11,4,13,3,4,1,0.0,0.0,40,39, <=50K
744,17,4,316929,2,8,4,6,3,4,1,0.0,0.0,20,39, <=50K
745,42,2,126319,9,13,2,10,5,4,0,0.0,0.0,40,39, >50K
